,make,model,year,engine_capacity,power,fuel_type,transmission,drive_mode,price,mileage
14391,Toyota,Camry,2003,2.0,150,бензин,автомат,"передний,",599000,255
14392,Honda,Vezel,2019,1.5,132,гибрид,робот,"передний,",1670000,80
14393,Toyota,RAV4,2016,2.0,146,бензин,вариатор,"4WD,",2063000,119
14394,BMW,X6,2008,3.0,306,бензин,АКПП,"4WD,",1588000,187
14395,Mazda,CX-5,2021,2.5,194,бензин,АКПП,"4WD,",4000000,26
14396,Lexus,RX350,2007,3.5,276,бензин,АКПП,"4WD,",1288000,236
14397,Haval,F7,2020,2.0,190,бензин,робот,"4WD,",2390000,16
14398,Infiniti,FX37,2012,3.7,333,бензин,АКПП,"4WD,",2058000,159
14399,Lexus,RX350,2010,3.5,277,бензин,АКПП,"4WD,",1968000,196
14400,Kia,Ceed,2015,1.6,130,бензин,АКПП,"передний,",1098000,163
14401,Kia,Ceed,2011,1.6,122,бензин,механика,"передний,",580000,220
14402,Toyota,Land,2013,2.7,163,бензин,АКПП,"4WD,",2790000,150
14403,Nissan,Sentra,2016,1.6,117,бензин,вариатор,"передний,",1098000,138
14404,Toyota,Auris,2013,1.6,132,бензин,вариатор,"передний,",1148000,182
14405,Infiniti,Q50,2014,2.0,211,бензин,АКПП,"задний,",1618000,161
14406,Nissan,X-Trail,2017,2.5,171,бензин,вариатор,"4WD,",1848000,123
14407,Nissan,Note,2018,1.2,79,бензин,вариатор,"передний,",978000,95
14408,Mazda,Mazda6,2014,2.5,192,бензин,АКПП,"передний,",1638000,148
14409,Chery,Tiggo,2010,2.0,136,бензин,механика,"передний,",359000,230
14410,Toyota,Camry,2003,2.0,150,бензин,автомат,"передний,",599000,255
14411,Honda,Vezel,2019,1.5,132,гибрид,робот,"передний,",1670000,80
14412,Toyota,RAV4,2016,2.0,146,бензин,вариатор,"4WD,",2063000,119
14413,BMW,X6,2008,3.0,306,бензин,АКПП,"4WD,",1588000,187
14414,Mazda,CX-5,2021,2.5,194,бензин,АКПП,"4WD,",4000000,26
14415,Lexus,RX350,2007,3.5,276,бензин,АКПП,"4WD,",1288000,236
14416,Haval,F7,2020,2.0,190,бензин,робот,"4WD,",2390000,16
14417,Infiniti,FX37,2012,3.7,333,бензин,АКПП,"4WD,",2058000,159
14418,Lexus,RX350,2010,3.5,277,бензин,АКПП,"4WD,",1968000,196
14419,Kia,Ceed,2015,1.6,130,бензин,АКПП,"передний,",1098000,163
14420,Kia,Ceed,2011,1.6,122,бензин,механика,"передний,",580000,220
14421,Toyota,Land,2013,2.7,163,бензин,АКПП,"4WD,",2790000,150
14422,Nissan,Sentra,2016,1.6,117,бензин,вариатор,"передний,",1098000,138
14423,Toyota,Auris,2013,1.6,132,бензин,вариатор,"передний,",1148000,182
14424,Infiniti,Q50,2014,2.0,211,бензин,АКПП,"задний,",1618000,161
14425,Nissan,X-Trail,2017,2.5,171,бензин,вариатор,"4WD,",1848000,123
14426,Nissan,Note,2018,1.2,79,бензин,вариатор,"передний,",978000,95
14427,Mazda,Mazda6,2014,2.5,192,бензин,АКПП,"передний,",1638000,148
14428,Chery,Tiggo,2010,2.0,136,бензин,механика,"передний,",359000,230
14429,Toyota,Camry,2003,2.0,150,бензин,автомат,"передний,",599000,255
14430,Honda,Vezel,2019,1.5,132,гибрид,робот,"передний,",1670000,80
14431,Toyota,RAV4,2016,2.0,146,бензин,вариатор,"4WD,",2063000,119
14432,BMW,X6,2008,3.0,306,бензин,АКПП,"4WD,",1588000,187
14433,Mazda,CX-5,2021,2.5,194,бензин,АКПП,"4WD,",4000000,26
14434,Lexus,RX350,2007,3.5,276,бензин,АКПП,"4WD,",1288000,236
14435,Haval,F7,2020,2.0,190,бензин,робот,"4WD,",2390000,16
14436,Infiniti,FX37,2012,3.7,333,бензин,АКПП,"4WD,",2058000,159
14437,Lexus,RX350,2010,3.5,277,бензин,АКПП,"4WD,",1968000,196
14438,Kia,Ceed,2015,1.6,130,бензин,АКПП,"передний,",1098000,163
14439,Kia,Ceed,2011,1.6,122,бензин,механика,"передний,",580000,220
14440,Toyota,Land,2013,2.7,163,бензин,АКПП,"4WD,",2790000,150
14441,Nissan,Sentra,2016,1.6,117,бензин,вариатор,"передний,",1098000,138
14442,Toyota,Auris,2013,1.6,132,бензин,вариатор,"передний,",1148000,182
14443,Infiniti,Q50,2014,2.0,211,бензин,АКПП,"задний,",1618000,161
14444,Nissan,X-Trail,2017,2.5,171,бензин,вариатор,"4WD,",1848000,123
14445,Nissan,Note,2018,1.2,79,бензин,вариатор,"передний,",978000,95
14446,Mazda,Mazda6,2014,2.5,192,бензин,АКПП,"передний,",1638000,148
14447,Chery,Tiggo,2010,2.0,136,бензин,механика,"передний,",359000,230
14448,Toyota,Camry,2003,2.0,150,бензин,автомат,"передний,",599000,255
14449,Honda,Vezel,2019,1.5,132,гибрид,робот,"передний,",1670000,80
14450,Toyota,RAV4,2016,2.0,146,бензин,вариатор,"4WD,",2063000,119
14451,BMW,X6,2008,3.0,306,бензин,АКПП,"4WD,",1588000,187
14452,Mazda,CX-5,2021,2.5,194,бензин,АКПП,"4WD,",4000000,26
14453,Lexus,RX350,2007,3.5,276,бензин,АКПП,"4WD,",1288000,236
14454,Haval,F7,2020,2.0,190,бензин,робот,"4WD,",2390000,16
14455,Infiniti,FX37,2012,3.7,333,бензин,АКПП,"4WD,",2058000,159
14456,Lexus,RX350,2010,3.5,277,бензин,АКПП,"4WD,",1968000,196
14457,Kia,Ceed,2015,1.6,130,бензин,АКПП,"передний,",1098000,163
14458,Kia,Ceed,2011,1.6,122,бензин,механика,"передний,",580000,220
14459,Toyota,Land,2013,2.7,163,бензин,АКПП,"4WD,",2790000,150
14460,Nissan,Sentra,2016,1.6,117,бензин,вариатор,"передний,",1098000,138
14461,Toyota,Auris,2013,1.6,132,бензин,вариатор,"передний,",1148000,182
14462,Infiniti,Q50,2014,2.0,211,бензин,АКПП,"задний,",1618000,161
14463,Nissan,X-Trail,2017,2.5,171,бензин,вариатор,"4WD,",1848000,123
14464,Nissan,Note,2018,1.2,79,бензин,вариатор,"передний,",978000,95
14465,Mazda,Mazda6,2014,2.5,192,бензин,АКПП,"передний,",1638000,148
14466,Chery,Tiggo,2010,2.0,136,бензин,механика,"передний,",359000,230
14467,Toyota,Camry,2003,2.0,150,бензин,автомат,"передний,",599000,255
14468,Honda,Vezel,2019,1.5,132,гибрид,робот,"передний,",1670000,80
14469,Toyota,RAV4,2016,2.0,146,бензин,вариатор,"4WD,",2063000,119
14470,BMW,X6,2008,3.0,306,бензин,АКПП,"4WD,",1588000,187
14471,Mazda,CX-5,2021,2.5,194,бензин,АКПП,"4WD,",4000000,26
14472,Lexus,RX350,2007,3.5,276,бензин,АКПП,"4WD,",1288000,236
14473,Haval,F7,2020,2.0,190,бензин,робот,"4WD,",2390000,16
14474,Infiniti,FX37,2012,3.7,333,бензин,АКПП,"4WD,",2058000,159
14475,Lexus,RX350,2010,3.5,277,бензин,АКПП,"4WD,",1968000,196
14476,Kia,Ceed,2015,1.6,130,бензин,АКПП,"передний,",1098000,163
14477,Kia,Ceed,2011,1.6,122,бензин,механика,"передний,",580000,220
14478,Toyota,Land,2013,2.7,163,бензин,АКПП,"4WD,",2790000,150
14479,Nissan,Sentra,2016,1.6,117,бензин,вариатор,"передний,",1098000,138
14480,Toyota,Auris,2013,1.6,132,бензин,вариатор,"передний,",1148000,182
14481,Infiniti,Q50,2014,2.0,211,бензин,АКПП,"задний,",1618000,161
14482,Nissan,X-Trail,2017,2.5,171,бензин,вариатор,"4WD,",1848000,123
14483,Nissan,Note,2018,1.2,79,бензин,вариатор,"передний,",978000,95
14484,Mazda,Mazda6,2014,2.5,192,бензин,АКПП,"передний,",1638000,148
14485,Chery,Tiggo,2010,2.0,136,бензин,механика,"передний,",359000,230
14486,Toyota,Camry,2003,2.0,150,бензин,автомат,"передний,",599000,255
14487,Honda,Vezel,2019,1.5,132,гибрид,робот,"передний,",1670000,80
14488,Toyota,RAV4,2016,2.0,146,бензин,вариатор,"4WD,",2063000,119
14489,BMW,X6,2008,3.0,306,бензин,АКПП,"4WD,",1588000,187
14490,Mazda,CX-5,2021,2.5,194,бензин,АКПП,"4WD,",4000000,26
14491,Lexus,RX350,2007,3.5,276,бензин,АКПП,"4WD,",1288000,236
14492,Haval,F7,2020,2.0,190,бензин,робот,"4WD,",2390000,16
14493,Infiniti,FX37,2012,3.7,333,бензин,АКПП,"4WD,",2058000,159
14494,Lexus,RX350,2010,3.5,277,бензин,АКПП,"4WD,",1968000,196
14495,Kia,Ceed,2015,1.6,130,бензин,АКПП,"передний,",1098000,163
14496,Kia,Ceed,2011,1.6,122,бензин,механика,"передний,",580000,220
14497,Toyota,Land,2013,2.7,163,бензин,АКПП,"4WD,",2790000,150
14498,Nissan,Sentra,2016,1.6,117,бензин,вариатор,"передний,",1098000,138
14499,Toyota,Auris,2013,1.6,132,бензин,вариатор,"передний,",1148000,182
14500,Infiniti,Q50,2014,2.0,211,бензин,АКПП,"задний,",1618000,161
14501,Nissan,X-Trail,2017,2.5,171,бензин,вариатор,"4WD,",1848000,123
14502,Nissan,Note,2018,1.2,79,бензин,вариатор,"передний,",978000,95
14503,Mazda,Mazda6,2014,2.5,192,бензин,АКПП,"передний,",1638000,148
14504,Chery,Tiggo,2010,2.0,136,бензин,механика,"передний,",359000,230
14505,Toyota,Camry,2003,2.0,150,бензин,автомат,"передний,",599000,255
14506,Honda,Vezel,2019,1.5,132,гибрид,робот,"передний,",1670000,80
14507,Toyota,RAV4,2016,2.0,146,бензин,вариатор,"4WD,",2063000,119
14508,BMW,X6,2008,3.0,306,бензин,АКПП,"4WD,",1588000,187
14509,Mazda,CX-5,2021,2.5,194,бензин,АКПП,"4WD,",4000000,26
14510,Lexus,RX350,2007,3.5,276,бензин,АКПП,"4WD,",1288000,236
14511,Haval,F7,2020,2.0,190,бензин,робот,"4WD,",2390000,16
14512,Infiniti,FX37,2012,3.7,333,бензин,АКПП,"4WD,",2058000,159
14513,Lexus,RX350,2010,3.5,277,бензин,АКПП,"4WD,",1968000,196
14514,Kia,Ceed,2015,1.6,130,бензин,АКПП,"передний,",1098000,163
14515,Kia,Ceed,2011,1.6,122,бензин,механика,"передний,",580000,220
14516,Toyota,Land,2013,2.7,163,бензин,АКПП,"4WD,",2790000,150
14517,Nissan,Sentra,2016,1.6,117,бензин,вариатор,"передний,",1098000,138
14518,Toyota,Auris,2013,1.6,132,бензин,вариатор,"передний,",1148000,182
14519,Infiniti,Q50,2014,2.0,211,бензин,АКПП,"задний,",1618000,161
14520,Nissan,X-Trail,2017,2.5,171,бензин,вариатор,"4WD,",1848000,123
14521,Nissan,Note,2018,1.2,79,бензин,вариатор,"передний,",978000,95
14522,Mazda,Mazda6,2014,2.5,192,бензин,АКПП,"передний,",1638000,148
14523,Chery,Tiggo,2010,2.0,136,бензин,механика,"передний,",359000,230
14524,Toyota,Camry,2003,2.0,150,бензин,автомат,"передний,",599000,255
14525,Honda,Vezel,2019,1.5,132,гибрид,робот,"передний,",1670000,80
14526,Toyota,RAV4,2016,2.0,146,бензин,вариатор,"4WD,",2063000,119
14527,BMW,X6,2008,3.0,306,бензин,АКПП,"4WD,",1588000,187
14528,Mazda,CX-5,2021,2.5,194,бензин,АКПП,"4WD,",4000000,26
14529,Lexus,RX350,2007,3.5,276,бензин,АКПП,"4WD,",1288000,236
14530,Haval,F7,2020,2.0,190,бензин,робот,"4WD,",2390000,16
14531,Infiniti,FX37,2012,3.7,333,бензин,АКПП,"4WD,",2058000,159
14532,Lexus,RX350,2010,3.5,277,бензин,АКПП,"4WD,",1968000,196
14533,Kia,Ceed,2015,1.6,130,бензин,АКПП,"передний,",1098000,163
14534,Kia,Ceed,2011,1.6,122,бензин,механика,"передний,",580000,220
14535,Toyota,Land,2013,2.7,163,бензин,АКПП,"4WD,",2790000,150
14536,Nissan,Sentra,2016,1.6,117,бензин,вариатор,"передний,",1098000,138
14537,Toyota,Auris,2013,1.6,132,бензин,вариатор,"передний,",1148000,182
14538,Infiniti,Q50,2014,2.0,211,бензин,АКПП,"задний,",1618000,161
14539,Nissan,X-Trail,2017,2.5,171,бензин,вариатор,"4WD,",1848000,123
14540,Nissan,Note,2018,1.2,79,бензин,вариатор,"передний,",978000,95
14541,Mazda,Mazda6,2014,2.5,192,бензин,АКПП,"передний,",1638000,148
14542,Chery,Tiggo,2010,2.0,136,бензин,механика,"передний,",359000,230
14543,Toyota,Camry,2003,2.0,150,бензин,автомат,"передний,",599000,255
14544,Honda,Vezel,2019,1.5,132,гибрид,робот,"передний,",1670000,80
14545,Toyota,RAV4,2016,2.0,146,бензин,вариатор,"4WD,",2063000,119
14546,BMW,X6,2008,3.0,306,бензин,АКПП,"4WD,",1588000,187
14547,Mazda,CX-5,2021,2.5,194,бензин,АКПП,"4WD,",4000000,26
14548,Lexus,RX350,2007,3.5,276,бензин,АКПП,"4WD,",1288000,236
14549,Haval,F7,2020,2.0,190,бензин,робот,"4WD,",2390000,16
14550,Infiniti,FX37,2012,3.7,333,бензин,АКПП,"4WD,",2058000,159
14551,Lexus,RX350,2010,3.5,277,бензин,АКПП,"4WD,",1968000,196
14552,Kia,Ceed,2015,1.6,130,бензин,АКПП,"передний,",1098000,163
14553,Kia,Ceed,2011,1.6,122,бензин,механика,"передний,",580000,220
14554,Toyota,Land,2013,2.7,163,бензин,АКПП,"4WD,",2790000,150
14555,Nissan,Sentra,2016,1.6,117,бензин,вариатор,"передний,",1098000,138
14556,Toyota,Auris,2013,1.6,132,бензин,вариатор,"передний,",1148000,182
14557,Infiniti,Q50,2014,2.0,211,бензин,АКПП,"задний,",1618000,161
14558,Nissan,X-Trail,2017,2.5,171,бензин,вариатор,"4WD,",1848000,123
14559,Nissan,Note,2018,1.2,79,бензин,вариатор,"передний,",978000,95
14560,Mazda,Mazda6,2014,2.5,192,бензин,АКПП,"передний,",1638000,148
14561,Chery,Tiggo,2010,2.0,136,бензин,механика,"передний,",359000,230
14562,Toyota,Camry,2003,2.0,150,бензин,автомат,"передний,",599000,255
14563,Honda,Vezel,2019,1.5,132,гибрид,робот,"передний,",1670000,80
14564,Toyota,RAV4,2016,2.0,146,бензин,вариатор,"4WD,",2063000,119
14565,BMW,X6,2008,3.0,306,бензин,АКПП,"4WD,",1588000,187
14566,Mazda,CX-5,2021,2.5,194,бензин,АКПП,"4WD,",4000000,26
14567,Lexus,RX350,2007,3.5,276,бензин,АКПП,"4WD,",1288000,236
14568,Haval,F7,2020,2.0,190,бензин,робот,"4WD,",2390000,16
14569,Infiniti,FX37,2012,3.7,333,бензин,АКПП,"4WD,",2058000,159
14570,Lexus,RX350,2010,3.5,277,бензин,АКПП,"4WD,",1968000,196
14571,Kia,Ceed,2015,1.6,130,бензин,АКПП,"передний,",1098000,163
14572,Kia,Ceed,2011,1.6,122,бензин,механика,"передний,",580000,220
14573,Toyota,Land,2013,2.7,163,бензин,АКПП,"4WD,",2790000,150
14574,Nissan,Sentra,2016,1.6,117,бензин,вариатор,"передний,",1098000,138
14575,Toyota,Auris,2013,1.6,132,бензин,вариатор,"передний,",1148000,182
14576,Infiniti,Q50,2014,2.0,211,бензин,АКПП,"задний,",1618000,161
14577,Nissan,X-Trail,2017,2.5,171,бензин,вариатор,"4WD,",1848000,123
14578,Nissan,Note,2018,1.2,79,бензин,вариатор,"передний,",978000,95
14579,Mazda,Mazda6,2014,2.5,192,бензин,АКПП,"передний,",1638000,148
14580,Chery,Tiggo,2010,2.0,136,бензин,механика,"передний,",359000,230
14581,Toyota,Camry,2003,2.0,150,бензин,автомат,"передний,",599000,255
14582,Honda,Vezel,2019,1.5,132,гибрид,робот,"передний,",1670000,80
14583,Toyota,RAV4,2016,2.0,146,бензин,вариатор,"4WD,",2063000,119
14584,BMW,X6,2008,3.0,306,бензин,АКПП,"4WD,",1588000,187
14585,Mazda,CX-5,2021,2.5,194,бензин,АКПП,"4WD,",4000000,26
14586,Lexus,RX350,2007,3.5,276,бензин,АКПП,"4WD,",1288000,236
14587,Haval,F7,2020,2.0,190,бензин,робот,"4WD,",2390000,16
14588,Infiniti,FX37,2012,3.7,333,бензин,АКПП,"4WD,",2058000,159
14589,Lexus,RX350,2010,3.5,277,бензин,АКПП,"4WD,",1968000,196
14590,Kia,Ceed,2015,1.6,130,бензин,АКПП,"передний,",1098000,163
14591,Kia,Ceed,2011,1.6,122,бензин,механика,"передний,",580000,220
14592,Toyota,Land,2013,2.7,163,бензин,АКПП,"4WD,",2790000,150
14593,Nissan,Sentra,2016,1.6,117,бензин,вариатор,"передний,",1098000,138
14594,Toyota,Auris,2013,1.6,132,бензин,вариатор,"передний,",1148000,182
14595,Infiniti,Q50,2014,2.0,211,бензин,АКПП,"задний,",1618000,161
14596,Nissan,X-Trail,2017,2.5,171,бензин,вариатор,"4WD,",1848000,123
14597,Nissan,Note,2018,1.2,79,бензин,вариатор,"передний,",978000,95
